page_url,title,title_length,description,description_length,og_image,og_type,og_title,og_description,og_url,canonical,issue_count,issues_summary
https://breastcalculator.com/article/post-mastectomy-breast-care.html,"Post-Mastectomy Care Guide — Recovery, Scar Care and Bras | Breast Calculator",77,"A comprehensive guide to post-mastectomy care including recovery timeline, scar management, post-surgical bras, exercises, and emotional well-being after breast cancer surgery.",176,,article,"Post-Mastectomy Care Guide — Recovery, Scar Care and Bras","A comprehensive guide to post-mastectomy care including recovery timeline, scar management, post-surgical bras, exercises, and emotional well-being after breast cancer surgery.",https://breastcalculator.com/article/post-mastectomy-breast-care.html,https://breastcalculator.com/article/post-mastectomy-breast-care.html,3,TITLE_TOO_LONG; DESCRIPTION_TOO_LONG; MISSING_OG_IMAGE
https://breastcalculator.com/article/prosthetic-bras-guide-after-mastectomy.html,Prosthetic Bras Guide — Finding Comfort After Mastectomy | Breast Calculator,76,"A comprehensive guide to prosthetic bras, post-mastectomy bras, and breast forms. Learn how to choose the right option for your recovery and daily comfort after breast surgery.",176,,article,Prosthetic Bras Guide — Finding Comfort After Mastectomy,"A comprehensive guide to prosthetic bras, post-mastectomy bras, and breast forms. Learn how to choose the right option for your recovery and daily comfort after breast surgery.",https://breastcalculator.com/article/prosthetic-bras-guide-after-mastectomy.html,https://breastcalculator.com/article/prosthetic-bras-guide-after-mastectomy.html,3,TITLE_TOO_LONG; DESCRIPTION_TOO_LONG; MISSING_OG_IMAGE
https://breastcalculator.com/specials/accessory-breast-guide.html,"Accessory Breast Guide — Causes, Symptoms, Diagnosis & Treatment | Breast Calculator",84,"Learn about accessory breast tissue — causes, symptoms, diagnosis, and treatment options. Evidence-based guide covering axillary breast tissue, its prevalence, and management strategies. Expert-reviewed.",203,,article,"Accessory Breast — Causes, Symptoms, Diagnosis & Treatment","Evidence-based guide on accessory breast tissue. Learn about causes, symptoms, diagnosis, and treatment options for axillary breast tissue. Expert-reviewed.",https://breastcalculator.com/specials/accessory-breast-guide.html,https://breastcalculator.com/specials/accessory-breast-guide.html,4,TITLE_TOO_LONG; DESCRIPTION_TOO_LONG; MISSING_OG_IMAGE; OG_TITLE_MISMATCH
https://breastcalculator.com/specials/buying-guide.html,D+ Cup Bra Buying Guide — Evidence-Based Selection | Breast Calculator,70,"How to choose bras for D+ cup sizes. Evidence-based selection guide based on breast shape, fabric science, and biomechanics.",124,,article,D+ Cup Bra Buying Guide — Evidence-Based Selection,"How to choose bras for D+ cup sizes based on breast shape, fabric science, and biomechanical principles.",,https://breastcalculator.com/specials/buying-guide.html,3,TITLE_TOO_LONG; MISSING_OG_IMAGE; MISSING_OG_URL
https://breastcalculator.com/specials/expansion-evidence.html,Breast Expansion (Splaying) — Causes and Corrective Support | Breast Calculator,79,"Evidence-based guide on breast splaying. Understand the anatomy, causes of wide-set breasts, and how bra design can provide corrective support.",143,,article,Breast Expansion (Splaying) — Causes and Corrective Support,Evidence-based guide on breast splaying. Understand the anatomy and corrective bra support.,,https://breastcalculator.com/specials/expansion-evidence.html,3,TITLE_TOO_LONG; MISSING_OG_IMAGE; MISSING_OG_URL
https://breastcalculator.com/specials/ptosis-prevention-evidence.html,Breast Ptosis Prevention — Evidence-Based Guide | Breast Calculator,67,"Clinical evidence on breast ptosis prevention. What the research says about Cooper's ligament protection, bra support, and debunking breastfeeding myths.",153,,article,Breast Ptosis Prevention — Evidence-Based Guide,"Evidence-based guide on preventing breast ptosis. Clinical evidence on support, Cooper's ligaments, and myths.",,https://breastcalculator.com/specials/ptosis-prevention-evidence.html,3,TITLE_TOO_LONG; MISSING_OG_IMAGE; MISSING_OG_URL
https://breastcalculator.com/specials/sports-bra-science.html,Sports Bra Science — Biomechanics of Breast Support | Breast Calculator,71,"How sports bras reduce breast motion. Evidence-based guide on encapsulation vs compression, high-impact support, and breast biomechanics during exercise.",153,,article,Sports Bra Science — Biomechanics of Breast Support,"Evidence-based guide on sports bra biomechanics, encapsulation vs compression, and high-impact support.",,https://breastcalculator.com/specials/sports-bra-science.html,3,TITLE_TOO_LONG; MISSING_OG_IMAGE; MISSING_OG_URL
https://breastcalculator.com/specials/why-d-cup-support.html,Why D+ Cup Women Need Specialized Support | Breast Calculator,61,"Science-backed guide explaining why D+ cup women need specialized breast support. Validated research on Cooper's ligaments, breast biomechanics, and sports bra design.",167,,article,Why D+ Cup Women Need Specialized Support | Breast Calculator,"Evidence-based guide on breast support for D+ cup women. Biomechanics of breast motion, Cooper's ligament protection, and sports bra science.",https://breastcalculator.com/specials/why-d-cup-support.html,https://breastcalculator.com/specials/why-d-cup-support.html,3,TITLE_TOO_LONG; DESCRIPTION_TOO_LONG; MISSING_OG_IMAGE
https://breastcalculator.com/tools/breast-expansion-calculator-es.html,Calculadora de Expansión Mamaria | Evalúe la Separación | Calculadora Mamaria,77,Calculadora de expansión mamaria gratuita que evalúa la separación mamaria usando la relación de espacio entre pezones. Herramienta científica de evaluación.,157,,website,Calculadora de Expansión Mamaria | Evaluación de Separación,Evalúe la separación mamaria con la relación de distancia entre pezones.,https://breastcalculator.com/tools/breast-expansion-calculator-es.html,https://breastcalculator.com/tools/breast-expansion-calculator-es.html,2,TITLE_TOO_LONG; MISSING_OG_IMAGE
https://breastcalculator.com/tools/breast-expansion-calculator.html,Breast Expansion (Splaying) Calculator | Bra Size Tool | Breast Calculator,74,Free breast expansion calculator to assess breast splaying using nipple-spacing ratio. Understand your breast shape and find the right bra fit. Part of our bra size calculator suite.,182,,website,Breast Expansion (Splaying) Calculator | Bra Fitting Tool,Free online tool to assess breast splaying using nipple-spacing ratio. Bra size calculator companion tool.,https://breastcalculator.com/tools/breast-expansion-calculator.html,https://breastcalculator.com/tools/breast-expansion-calculator.html,3,TITLE_TOO_LONG; DESCRIPTION_TOO_LONG; MISSING_OG_IMAGE
https://breastcalculator.com/tools/breast-ptosis-calculator-es.html,Calculadora de Ptosis Mamaria | Evalúe la Caída | Calculadora Mamaria,69,Calculadora de ptosis mamaria gratuita. Evalúe el grado de caída mamaria midiendo la distancia pezón-pliegue submamario.,120,,website,Calculadora de Ptosis Mamaria | Evaluación de Caída,Evalúe el grado de ptosis mamaria con la clasificación Regnault.,https://breastcalculator.com/tools/breast-ptosis-calculator-es.html,https://breastcalculator.com/tools/breast-ptosis-calculator-es.html,2,TITLE_TOO_LONG; MISSING_OG_IMAGE
https://breastcalculator.com/tools/breast-ptosis-calculator.html,Breast Ptosis (Sagging) Calculator | Bra Fitting Tool | Breast Calculator,73,Free breast ptosis calculator to grade breast sagging using nipple-to-inframammary fold distance. Understand ptosis severity and find bra solutions. Bra size calculator companion.,179,,website,Breast Ptosis (Sagging) Calculator | Bra Fitting,Grade breast sagging using nipple-to-inframammary fold distance. Bra size calculator and breast health tool.,https://breastcalculator.com/tools/breast-ptosis-calculator.html,https://breastcalculator.com/tools/breast-ptosis-calculator.html,4,TITLE_TOO_LONG; DESCRIPTION_TOO_LONG; MISSING_OG_IMAGE; OG_TITLE_MISMATCH
https://breastcalculator.com/tools/breast-volume-calculator-es.html,Calculadora de Volumen Mamario | Estimación en cc/mL | Calculadora Mamaria,74,Calculadora de volumen mamario gratuita para estimar el volumen de sus senos en cc/mL usando medidas del busto y el torso. Comprenda su talla para un mejor ajuste.,163,,website,Calculadora de Volumen Mamario | Estimación en cc/mL,Estime el volumen mamario en cc/mL usando medidas del busto y contorno. Herramienta complementaria de la calculadora de talla de sujetador.,https://breastcalculator.com/tools/breast-volume-calculator-es.html,https://breastcalculator.com/tools/breast-volume-calculator-es.html,4,TITLE_TOO_LONG; DESCRIPTION_TOO_LONG; MISSING_OG_IMAGE; OG_TITLE_MISMATCH
https://breastcalculator.com/tools/breast-volume-calculator.html,Breast Volume Calculator | CC/mL Estimation Tool | Breast Calculator,68,Free breast volume calculator to estimate your breast volume in cc/mL using bust and underbust measurements. Understand your breast size for bra fitting. Bra size calculator companion.,184,,website,Breast Volume Calculator | CC/mL Estimation,Estimate breast volume in cc/mL using bust and underbust measurements. Bra size calculator companion tool.,https://breastcalculator.com/tools/breast-volume-calculator.html,https://breastcalculator.com/tools/breast-volume-calculator.html,4,TITLE_TOO_LONG; DESCRIPTION_TOO_LONG; MISSING_OG_IMAGE; OG_TITLE_MISMATCH
https://breastcalculator.com/tools/length-converter-es.html,Conversor de Longitud | Pulgadas a CM | Calculadora Mamaria,59,Conversor de longitud gratuito para tallas de sujetador. Convierta entre pulgadas y cm al instante.,99,,website,Conversor de Longitud | Pulgadas a CM,Free online tool to convert between inches and centimeters instantly. Essential for accurate bra fitting and body measurements. Bra size calculator companion.,https://breastcalculator.com/tools/length-converter-es.html,https://breastcalculator.com/tools/length-converter-es.html,2,MISSING_OG_IMAGE; OG_TITLE_MISMATCH
https://breastcalculator.com/tools/length-converter.html,Length Conversion Calculator | Inches to cm Converter | Bra Fitting | Breast Calculator,87,"Free online length conversion calculator. Convert between inches (in) and centimeters (cm) instantly. Essential tool for accurate bra fitting measurements, band size conversion, and bust measurement conversion. Bra size calculator companion.",241,,website,Length Conversion Calculator | Inches to cm | Bra Fitting Tool,Free online tool to convert between inches and centimeters instantly. Essential for accurate bra fitting and body measurements. Bra size calculator companion.,https://breastcalculator.com/tools/length-converter.html,https://breastcalculator.com/tools/length-converter.html,4,TITLE_TOO_LONG; DESCRIPTION_TOO_LONG; MISSING_OG_IMAGE; OG_TITLE_MISMATCH
https://breastcalculator.com/wellness/prosthetic-bras-guide.html,Prosthetic Bras Guide | Comfort After Mastectomy | Breast Calculator,68,"A gentle guide to prosthetic bras — what they are, how to choose one, and how to find comfort and confidence after mastectomy.",126,,article,Prosthetic Bras Guide — Finding Comfort After Surgery,"Learn about prosthetic bras, how to choose the right style, and tips for a comfortable fit after mastectomy.",,https://breastcalculator.com/wellness/prosthetic-bras-guide.html,3,TITLE_TOO_LONG; MISSING_OG_IMAGE; MISSING_OG_URL
https://breastcalculator.com/wellness/sports-bras-after-surgery.html,Sports Bras After Surgery | Post-Surgical Activewear Guide | Breast Calculator,78,"A gentle guide to choosing sports bras after breast surgery — features to look for, what to avoid, and how to stay active with comfort and confidence.",150,,article,Sports Bras After Surgery — A Gentle Guide for Active Recovery,"Learn how to choose post-surgical sports bras with features that support healing, comfort, and gentle activity.",,https://breastcalculator.com/wellness/sports-bras-after-surgery.html,3,TITLE_TOO_LONG; MISSING_OG_IMAGE; MISSING_OG_URL
